node,closeness_centrality
P56178,0.003038717235607967
O75027,0.003010675972030478
P18583,0.0029356861319707224
P02746,0.0030428727717683414
TRIM16L,0.0027378286809204865
P98171,0.00304268526265435
Q9BSW7,0.002847629947827638
Q8IXQ3,0.002512286046544564
Q8IU54,0.002660208184409997
Q8NA56,0.002497789759844255
Q6ZVC0,0.0029941266169541832
Q96EY8,0.002774223154525446
O14830,0.003140575936185228
Q9H7L9,0.0029148716881333774
Q53TQ3,0.0027301479991597793
A1X283,0.003184135367137888
Q9UNQ0,0.003147517842588292
Q32ZL2,0.0027729940084918058
ZNF788,0.002672397390709018
Q6KC79,0.0030982894233798426
Q14332,0.0030400934339186707
O14948,0.003027753298951997
ENSP00000477980,0.003112950478446742
Q7Z6B0,0.002798216024088203
Q14721,0.0030881306847645286
A6NN14,0.0028216925383184903
O15234,0.002836359049477721
Q9Y2L9,0.003067063313292881
P41594,0.0030832159303674075
O43759,0.0029683075301707436
Q9H2P9,0.0028907595282801927
Q6UWH4,0.002701642773105582
P07098,0.00299353759641338
P08912,0.0028318076534782693
P12830,0.0032287867965911507
Q6ZVH7,0.0030164444876909606
P56597,0.003047735285148105
Q2I0M4,0.002974958360210654
Q6NVV7,0.002239697165072742
Q9UBQ0,0.003043239157805246
Q9UHK6,0.0028687847676184012
A6NGG8,0.0024547332479639347
Q9BVS5,0.002906840451966806
O15519,0.003074324909830715
Q9UM54,0.003151490147521915
P41229,0.0031851104813377263
Q9ULD4,0.003002515888274061
P51003,0.003050898795294692
GVQW2,0.002044825853054105
Q9GZZ9,0.003056808970979621
Q3ZCQ3,0.002639983695434239
Q96PP8,0.002966888483832951
O75955,0.0029744114909971186
Q92544,0.002868714747511774
Q9UBU6,0.002617357212425766
Q6P444,0.0027631983176769404
O95377,0.0027673681675813465
O75947,0.003032755756782423
P15036,0.0030523322507787767
PRSS45,0.002759589458132038
O43184,0.0029884015764060096
P62888,0.0030378855631457767
Q3LI61,0.0023084416934115184
A5D6W6,0.002659176149530147
Q5SYB0,0.0026889794790919846
Q86W10,0.0028640795567688136
Q96S66,0.002694080153314226
Q9H347,0.0032076982078045285
Q6ZT89,0.002879073070117106
Q9HBW0,0.0028746066509377057
A8MXY4,0.0028170770333376173
O76071,0.0029080238416060527
Q5IJ48,0.0031230896384434434
Q9UIW2,0.0030278107212125655
O60308,0.0026866554505322617
Q9H756,0.0029475542131193397
Q9Y4C2,0.002596166785082841
P01266,0.0029856044867286467
Q8TF72,0.002971826747371458
Q9NVS2,0.0028560341436064296
Q8N135,0.0029082498629594655
P22310,0.002851954276435322
Q70Z44,0.002490047866939578
Q9Y6R0,0.003048483587071298
Q7Z3D6,0.0025164175293345614
O95971,0.0026292931362658137
P13073,0.0030586879158038594
Q9NZD1,0.002548480728760665
Q9NXF1,0.0028712109472298466
Q5VT99,0.0029751043491683593
Q96FJ0,0.0031146241178036096
Q15672,0.003065537014623306
P46109,0.00303014726060168
TTLL8,0.002660330456978896
Q8NGH7,0.002216712260959726
P62899,0.0030165869769981702
P60329,0.0022789066244239837
P63272,0.002959578991469158
P68371,0.003211097746901537
Q9H270,0.0030291004245294206
Q5JSJ4,0.0026664079776788888
Q14839,0.003158743948337603
Q8N6Q1,0.002502761686086432
Q5BJF2,0.0029145195956488193
P12956,0.0030994493211400306
Q96HJ3,0.0027626420652414985
Q9BVI4,0.0029745140136593507
Q96QF7,0.002791294157791314
P54803,0.002875975471793283
Q9Y2D9,0.0029394814802540126
Q9BVA6,0.002785558656598254
Q9NZQ8,0.0028195824845616895
GCNT4,0.002758385553995923
P20273,0.003067595666616816
Q8IUH8,0.00298241236030742
P05062,0.0031197660908230057
O14520,0.002998043243933493
Q86VE9,0.002854899487658945
ERVK-10,0.002199956248912682
Q99574,0.0030603340105854523
P17658,0.0029626087782169234
P63010,0.0030731630319565323
P46100,0.003176416985723201
Q9UGM5,0.0028758904219398705
P50052,0.0029402741278437574
P46094,0.0029056624320355122
Q96SN8,0.002990438183952689
Q9Y6E0,0.003027426512057953
Q9H8H0,0.0029307595437083668
Q07960,0.0029129703356894974
Q7Z7G1,0.002763919069310342
Q8TBZ2,0.002750585314160116
O15431,0.00295574345788351
Q8NGD5,0.0022274397604159376
O75051,0.003005960142079394
Q6UUV7,0.0028458609345796615
P37840,0.0031634789417619674
Q8TC41,0.002669775598379238
