node,closeness_centrality
P02585,0.3017012703532091
Q08647,0.6196900539603907
Q04651,1.15833794069446
Q8N9N7,0.2754157496018421
P08372,0.02341472005661799
P50531,0.012629369607055452
Q8N8J7,0.2976322761809074
Q10141,0.009695143649304787
Q8IWA0,0.3039503364375663
Q9U2M4,0.032848882639455894
Q06568,0.6828996395621302
P56777,0.011337305994649088
Q93VB0,0.015357095707590179
O15554,0.28294147497856686
Q3SXM5,0.28859861389991326
Q12041,0.5961346080250782
Q9BWJ5,0.5433089724108193
P53723,0.6960673335916672
Q9H6T3,0.552715425017839
Q9CZ13,0.15912401073579735
Q8N3P4,0.2725086720748933
Q96IF1,0.3048361719303919
P38246,0.6648548507468305
P08536,0.6925191160218982
Q12680,0.7061931782256462
P0A6P5,0.04082895388920566
Q46836,0.025472738675283966
P25665,0.016033864260514858
Q8N350,0.5759887044157328
Q9NQC3,0.5495507899700945
P0A7X6,0.041000768666756074
P46998,0.6625973826466791
O95644,0.2913573594716706
Q14766,0.2704543042362857
Q6UWU2,0.2743261918486461
Q09691,0.021368881946359417
Q03941,1.0586407771780917
P41218,0.30266683364863795
P0AE95,0.025562996884863937
Q5VV41,0.29845403775307483
P43570,0.6388437759814817
Q8ND04,0.30010926844149566
P35980,0.1541288722575711
P53187,0.38630064028112415
P87275,0.6938869903077377
Q9Y4A9,0.29658238506300716
P53963,1.0967985147492594
Q9NUY8,0.5311506868750071
P40485,0.6516189473464497
P64451,0.02505842988310382
Q8C796,0.1180692819949797
P67701,0.020154990391253097
P09486,0.28572650394338445
Q9NPJ6,0.5385894771335662
Q9P7J6,0.02077874588509212
P35198,0.7753583192563673
Q969U6,0.297541509975789
P37095,0.040456105991862855
Q9SZA3,0.014532164949158622
Q9P7T8,0.012728702236624978
Q9UBT7,0.5904245065636794
O15392,0.2814953480415179
P0A9G4,0.022744812536719162
O15320,0.2860722019329939
Q06406,0.7875167250204217
P29547,1.1764755527310837
Q14186,0.2719235497200711
Q86Y13,0.2658493683482666
Q9Y450,0.5018135301598203
Q14CW9,0.26449705455426736
Q5JTW2,0.29284366166310527
P25606,0.4890006584852384
P33267,0.13031485820622402
Q9HBH7,0.2986983555658722
O43768,0.49227522753308484
Q9BV97,0.2952545551436662
Q9NRM6,0.3096296045890486
P09158,0.02189306274131897
O14733,0.5523063277154411
P07866,0.696091075356859
P38231,0.46981529732564853
Q06339,1.1904878711189146
F40G9.17,0.023230240956200503
O75351,0.5309038339088115
Q94K05,0.017150695233893554
P39105,0.5443361044094828
Q96C01,0.2998024375741548
P18615,0.5426497785815503
