node,closeness_centrality
,0.722317806527232
Q13557-10,0.7228189565187693
P61857,0.480236375755241
Q8NFJ9,0.740613151949715
Q9UGI9,0.7422140411200332
Q9H9Z2,0.8566313148589079
P68133,0.8332137352792428
A0A1D6ML56,0.06339475361414879
Q86VW0,0.7495295414676055
O15178,0.8311243871013431
Q99805,0.764802876472263
Q06525,0.6170825700310207
P62204,0.6981354736811006
EBI-13652151,0.4742726006937894
Q53S33,0.766614050266949
P38806,0.6532647892378124
P0DPA2,0.7454868840353657
Q7Z7G2,0.7199669961756231
P56181-2,0.7278752148022708
P17612,0.8772010346699298
Q12986,0.7362475252172497
P71012,0.43683159406273814
P54652,0.7975977048458783
P09769,0.828104217390955
P07012,0.5574017201504838
P08964,0.6616206954749443
P33299,0.6908858060809752
D3DR86,0.7446392851054427
Q9NX08,0.7558353499689087
Q6P2Q9,0.8993428530783619
O00167-2,0.8042564625275371
P52594,0.8447656400205735
P38689,0.6560656175405245
Q8NBB4,0.7370800298968679
Q9Z0P7,0.7101777828421163
A0A1D6FAX2,0.06568600683683778
EBI-16428938,0.6259989562452745
Q9P0T7,0.8146659736707313
Q9V9R6,0.4868559053169468
Q93899,0.417092787419924
Q9Y5K6,0.843336411231793
F4JN35,0.47264608540902187
P29341,0.8063621538425261
Q60520,0.7183767336059922
Q9H2V7,0.7407564748784207
Q9Y6X9,0.8025507959140705
P53729,0.6308986903542707
Q8NC67,0.7446639734007511
C1P635,0.40293153971199974
P43026,0.6866438223461087
P13096,0.499247551312093
Q9PJ06,0.027757225057133683
P25694,0.68388374706943
Q96AY4,0.7898345434357789
Q96IK5,0.7502312919622047
Q8NCB2-2,0.7328560421284245
Q9Y6N9,0.8133527254330173
C0LGS2,0.47720476744778034
Q9Y4W6,0.9107073966733892
P20053,0.6759486023257582
Q6ZRI8-2,0.7579689553983386
Q04659,0.6048747665209059
Q9V3U6,0.5594719456026459
Q94518,0.48727933391689393
Q5S007,0.922802539275735
P40359,0.6473367362939609
EBI-13648222,0.44292237513864735
O08756,0.6396485626720834
Q0IGP7,0.4444427620561032
P23497-2,0.6836128454070898
Q03771,0.6332098978103006
P32491,0.6584113827548009
P40318,0.6026096558336506
Q0P8H1,0.023885998297390867
Q9VBL6,0.4043239918814905
P54105,0.8383618464001521
P30605,0.6074771912403063
O55187,0.7103459072039138
EBI-10821792,0.6422749943939006
Q24008,0.6499828311609764
Q8TDQ0,0.741589851225107
E2QCZ3,0.5990159970934253
Q7Z7K6,0.8423094654776121
Q9H4A5,0.8198146451676626
P15153,0.7872132066491777
Q01523,0.7331476777494906
Q94JL3,0.4335284654817797
Q9TY95,0.0025283774819173507
Q8S307,0.5000355579310545
Q9Y3D9,0.8643737276578537
Q9Y385,0.8373492682545961
Q15637,0.8578563338171263
P29274,0.7630017652358453
Q9P2M7,0.8582231726960927
P38348,0.6498581006027393
O43852,0.8416846639867045
F4I1K2,0.4701276845340776
Q9ULP0-2,0.620090030429694
Q9PIM1,0.026439700852285482
P35179,0.6091390078399145
P09089,0.5057105986278643
B4FB55,0.06470138439573782
Q4AC94,0.7928378802976909
Q9H0B3-2,0.7331916718965128
P06241,0.9142476218766878
P32418,0.6427591006960749
Q01320,0.6889572833013812
P0A9X9,0.500093190820726
Q9BV68,0.7501634896002723
A0A1D6QQD4,0.06692266674301393
Q9VHN1,0.5043175949484819
Q9BSB4,0.740026430034987
P26781,0.6750770782927112
Q0PA35,0.02671990373224113
Q923J1,0.7233927473448327
P52490,0.6390156264448675
EBI-13649489,0.44237675398128856
P14081,0.5448657821624087
P23468-2,0.6829030921220739
A2AM57,0.6852024394482518
Q2TB10,0.7425673248157177
Q08229,0.6277539963571189
P0DTD1-PRO_0000449623,0.7898480228028889
A0A1D6KVM0,0.06811068831198115
A0A0S2Z4M1,0.6247585445564106
O60613,0.7392978227509768
EBI-13649435,0.44319485480131987
Q8TBE0,0.7101602813437553
Q9NR09,0.8392966167468313
Q14684-1,0.7491394713146744
Q6ZMI0-5,0.6372840856092908
P15529,0.8387034478782953
Q96KV7,0.8304952890552811
O76081-6,0.6758612589485059
A0A1D6KWT7,0.05933324660737641
Q9H2U2,0.8876100693903017
Q12415,0.6261057118063
P05319,0.6469251689613846
EBI-13652515,0.4172052415708042
O04336,0.4375224827242757
Q53GS9,0.810382273491091
C0P581,0.0632620197837596
Q9VHM3,0.5237843458141607
Q8L8A8,0.4337266800334754
Q9C0H5-2,0.7280445357154217
Q71F23-2,0.7121304745530463
B4DUB1,0.7261555986325902
P41896,0.6126868770156724
Q86X45,0.6918162020292479
O95639-2,0.7004808877575048
Q0P973,0.0239569683744078
Q15031,0.8321364651582064
P16451,0.6144984821476116
G5EFL5,0.5737442298603881
Q08217,0.6444039007149742
Q9UH03-2,0.6902981293597412
Q96A37,0.7173732407220899
Q9VZP5,0.49960732976002903
EBI-22265652,0.6271016241375323
Q13217,0.7490579057309191
Q86VP1,0.8266300867272356
Q9VMT1,0.4935223282289068
Q07381,0.6689036934336134
P42225,0.6798968056757936
P56470,0.8276343815926456
