node,closeness_centrality
Q5TD97,0.00017195823926174377
P01133,0.0002348121433776919
P14209,0.00016062363416828243
Q9NZR2,0.0
O95665,0.00015744163554952672
Q96AZ1,0.0
P61601,0.00017900431051244117
Q8NGC9,0.0
P41597,0.00019551009192673532
Q9BYV9,0.00015473442236902055
O60682,0.0
Q8IYA6,0.00018161320049233474
P0C5Z0,0.00017823717500582803
Q00005,0.0001970447014248406
P43166,0.0001377863575152157
O75449,0.00016887960291737657
P51788,0.0
Q96LJ7,0.0
Q9NUQ7,0.00015053865667935635
C10orf25,0.0
O15040,0.0
O60234,0.00015920114348089192
O75794,0.00016045455646628026
Q9BZ67,0.0
Q8N137,0.0
Q9UMS0,0.00016118960620431524
Q9BRT9,0.00017097354570307785
P35716,0.0
Q8NEY1,0.00013683600317232264
P34903,0.00017790564185399862
P09104,0.00019413208031381006
P08620,0.0001943565331074393
O43559,0.00019851017993163184
Q9NYD6,0.0
Q504Q3,0.0001817093335703932
Q15717,0.0002068759031235987
Q14774,0.00017088333535871734
Q9Y2J8,0.0
Q14644,0.0
Q8WW62,0.00015553286621654652
Q6P1J9,0.00019864122410485994
Q9Y5E6,0.0
Q9Y5X3,0.0001936683368020365
A0AV96,0.0
Q6XE24,0.0
Q96R45,0.0
Q2M2Z5,0.00016753389407882306
Q9BVA1,0.00018873938722165055
Q96S65,0.0
O15492,0.00017871939699810405
Q6ZSC3,0.0
O15524,0.00021319203540896852
Q9BSC4,0.00019066838472919217
Q8TB61,0.00011703283008878842
Q96M94,0.00016282827600474695
Q9NX55,0.00017166907424088975
Q6ZSY5,0.00016603251389753999
P0DKX0,0.0
CHDC2,0.0
Q9BUL5,0.0
Q5FVE4,0.00016483313879427826
Q9UQB8,0.00020753283433849618
A6NF36,0.0
Q9NXF8,0.00018423374983091948
A6NJI1,0.0
P62736,0.000203440971726196
P62380,0.000175333865201589
P25685,0.00021373514293938128
O95104,0.00017347206776454065
Q96HJ5,0.00013097401859740143
Q9NRC1,0.0
Q86V87,0.0
Q70UQ0,0.0
O95416,0.0
FCGR1B,0.0
Q7Z7C8,0.00018402276926948486
Q13838,0.00019699193404981824
Q8WTX9,0.0
Q9HD23,0.0001678752161008299
Q8TDX6,0.00016287492576574884
Q6P444,0.0
Q96D96,0.0
Q9NYW6,0.0001292180211552679
P26440,0.00016696613193325458
Q7Z3B1,0.00014494152266581568
P10644,0.00021417220496644746
Q96GN5,0.00017987566956061612
O75161,0.0001585259921872311
Q9Y5G7,0.0
Q5T440,0.00015185124439984538
Q9UBR4,0.0001596471002655649
O60500,0.00020466570968123452
O75152,0.00014359753697139752
P26718,0.00017050160374404785
P0CI00,0.0
Q6P2H3,6.083626503294527e-08
O14645,0.00013846259759691846
O14514,0.0001653392395787639
O14545,0.0
Q9NQR7,0.0
Q8WTS6,0.0002033661014025756
Q504U0,0.0
O14522,0.0
Q5JVG8,0.0
Q96N67,0.0001875577082492384
P24043,0.00020709380400527944
Q5TZF3,0.0001456809520176641
O75469,0.0001948041501333332
Q12767,0.0
Q6UXB0,0.0
P52292,0.0002098871522528399
P51810,0.0001258027213870548
P22695,0.00018709455048039102
Q9P2R6,0.00017808679450876936
Q5JX69,0.0
Q969V5,0.00020011106389614976
Q8N4Z0,0.0
Q9BQ70,0.00018164803948424453
Q96DX7,0.00014503053020925252
O15060,0.0
P20036,0.00019221605266682537
Q6XQN6,0.00015560264892308285
Q8N394,0.0
Q96MZ0,0.0
O94901,0.00016996847537457016
Q9UHH9,0.0001992493748595676
P51857,0.00015789390363574733
Q6ICL3,0.0001412205479840883
Q96R06,0.00019612264885948062
P40394,0.00015584522970768416
Q02750,0.00022842892465794383
P35914,0.00018410060035203968
P00734,0.00022218830813604235
Q7Z410,0.0
Q9BV99,0.0
Q9BZM2,0.00011834650683603786
Q8WXK1,0.0
Q6ZVW7,0.0
Q15003,0.00019405350003888402
P48443,0.000209686241737394
Q9ULE6,0.0
Q96RQ1,5.293865659053453e-08
P23634,0.00016970743302647642
A2RU30,0.00019736402586472969
Q9H3P7,0.0001717414535345158
P13805,0.00016588398697904084
Q15303,0.0002227928048257407
Q9NZN1,0.00017976770120489846
O00238,0.00019705119056399553
Q8N960,1.1123604773205549e-07
P32241,0.00016720383933774554
O14633,0.00012921322455112375
O43633,0.00019778924731868157
Q96AC6,0.00015676081937822741
Q8NEJ9,0.00019202029603608445
A8MRT5,0.0
Q8IUB2,0.0
Q8N0X7,0.00017866643206431189
Q401N2,0.0
P08709,0.00017524562946143833
O43913,0.0001933669424784608
P85298,0.0001656204583848926
O75688,0.0001783112065614522
A6NLJ0,0.0
Q9UBP6,0.00017082062120146857
GLRA4,0.0
Q9H190,0.0
P49207,0.00020159961205868429
Q8NDB6,0.0
Q07890,0.00019857551564491797
P56377,0.0001873140635198316
Q86UT5,0.00013604576410103863
Q92804,0.00020019108593156604
B7ZBB8,0.0
Q6AI08,0.00017115387412270142
Q9Y5E5,0.0
ENSP00000455561,0.00016090977595998817
P16152,0.00017928912863660098
P42830,0.00017998349699129828
Q8WVB3,0.00012940167363149929
Q86U90,0.00015102634799252476
Q15760,0.0
O95256,0.0001951514846611745
Q9BXC1,0.0
Q8N8L6,0.0
P10589,0.00020334715814934246
Q99983,0.00015657635509221132
Q7Z3Z2,0.00015742193512963742
Q9BRJ9,0.0
Q9NYF3,0.0001455130147676576
P49585,0.00014705028731591238
Q96N87,0.00010297463851631202
P29034,0.00019055906994245946
Q8NFT2,0.0
ENSP00000485630,0.00017632017548423046
O60481,0.0001675520338742428
Q5U623,0.00015556120195467122
Q8NB15,0.0
P48454,0.00020227782666140288
Q6UXL0,0.00014899989842515778
Q2NKJ3,0.00017960345111849542
A6NC51,0.0
Q9UM07,0.00019606947364658525
Q8N693,0.00014458805662044346
O76083,0.0
Q8NC51,0.00019868531713935304
P25874,0.0001809527531162718
Q5XKK7,0.0
A8MTY7,0.0
Q9BQ95,0.0001827987992701268
Q5JPI3,5.5707060190252987e-08
Q6ZN55,0.0
P04118,0.0001419719285359558
Q9Y342,5.780455747316394e-08
O60930,0.0001418094704206235
Q16821,0.00019141902892261869
Q14181,0.0001885816356265623
Q499Z4,0.0
Q96DT5,0.00016765252780269883
P55211,0.0002189301003781827
O95292,0.00018884005410536753
P29966,0.0001874805407930539
Q8N3L3,0.00014437999409885066
Q8TCP9,0.0
O43422,0.0
Q9NYG2,0.0
Q8WXG8,0.0
P28329,0.00017192912473650658
Q5T4D3,0.0
P54760,0.00019523503956006828
O15056,0.00019265313454367995
Q9NYG8,0.0
Q9UNX4,0.00019698860785597242
P60022,0.00016272326836369783
Q8NH61,0.0
Q9BQB6,0.00016036836499985552
Q9Y328,0.0
P00439,0.00016141728492001498
P35557,0.0002081699058291195
Q86XK3,0.00015978430834052203
Q96AB3,0.0
P50135,0.00016975894391821504
Q96RM1,0.00012916472888566978
Q7Z6G8,0.00016886019980084468
P42704,0.00021046435750603234
Q969Q5,0.0
P0CW23,0.0
P26367,0.00020398616562566633
Q96C00,0.0
Q8NAF0,0.0
P78337,0.00016978801785569396
Q7Z2K6,0.0
Q5TYW1,0.0
O94886,0.0
Q69YZ2,0.0
ENSP00000476742,0.0
Q7Z449,0.00017364514708009078
P08172,0.00018357978617782446
P27540,0.0002155255008732395
Q6PP77,0.0
Q6IBW4,0.0001794985790482766
Q96QH8,0.0
Q9NSC5,0.00017047047836414684
Q9UL63,0.00015580227039085215
P63010,0.00020434556390632307
Q96ER9,0.0
Q9H2G2,0.00017864698187459473
Q6PK18,0.0
Q9UHF4,0.00017395218035984151
O75807,0.00019596689031156387
Q6P3R8,0.0
Q9H1U4,0.0
Q16658,0.00021304948128141987
P53370,0.0
P60409,0.0
Q5U3C3,0.0
Q5T7P2,0.00013076416549856696
P41279,0.0002104931373109398
A6NJG2,0.0
Q13324,0.00016645734150791137
P68431,0.00020245518904260276
O43149,0.0
Q8IV38,0.0
Q9BYT9,0.0
P51790,0.0
Q13503,0.00019418092037166353
Q9NZN5,0.0001991944054517374
Q8IW40,0.00014033455147105192
Q53H76,0.00014227781620556378
O94766,0.0001802119036012767
P10176,0.00017463267733398063
P16278,0.00017849167789127978
Q8WZ55,0.00011444291036143828
P23769,0.00019226909101425707
Q86V35,0.00015632578282386567
Q9BTF0,0.0
Q96AJ9,0.00017634161444802618
Q0JRZ9,0.00018466602492306036
Q8NGH5,0.0
Q8WVC6,0.0
Q00796,0.00016876223056800532
Q6A163,0.0
P42658,0.0001637618141390407
P07510,0.00019319471467439423
Q5JTD0,0.00017047749143867563
Q96BF6,0.0
Q8WU49,0.0
Q06546,0.00016094373206528516
Q6P1L8,0.00017022747495888438
Q14247,0.0002161248999805016
A6NGB7,0.0
A1A4S6,0.00018400299277851847
Q14164,0.00020835666234428796
Q8NAG6,0.0
Q6ZW05,0.0
P53365,0.0001829221068319841
P05026,0.00016094246943910534
Q9BYQ0,0.0
Q9UIX4,0.0
Q96T11,0.0
Q9BYZ2,0.00017536507104628723
Q13698,0.00017500057587265154
Q9UJD0,0.0
P68106,0.00018603867801334067
Q400G9,0.0
O75462,0.00014983936623528708
Q9H208,0.0
P49674,0.00021500235223098637
Q99714,0.000191886277220287
Q5TDH0,0.0
Q9NRH1,0.00013395983154762767
Q8N6F1,0.0001662822003438918
P61077,0.0002216499513168309
P25929,0.00014861073736644682
Q8NCE0,0.0001624785792450296
O95613,0.00018597657026522626
Q9Y5U4,0.000170412037672619
Q9NRP7,0.00017222556256790675
C10orf126,0.0
Q9NRX2,0.00018985083990946322
P24539,0.00017080778394860282
Q9HAF1,0.0002073071093644021
Q5SW96,0.0001766938267875539
Q96BH1,0.00016539967614421385
Q8WVM8,0.00018833109930238437
Q9Y2V3,0.0
Q15286,0.00018027118705698096
P61289,0.0002185520384234531
P27918,0.00017846019626078423
Q9NQV7,0.00018007101880997549
C2orf48,0.0
Q00G26,0.00013863868594703814
Q66GS9,0.00016355065342496
Q5SV97,0.00015730563751012124
Q53FP2,0.0
Q9H8U3,0.0
P37287,0.00014721924718659116
P01574,0.00021517856896110035
Q96QU4,0.0
P30556,0.00019791468413220083
Q99618,0.00019740211162889214
Q8N7R7,0.00012004156390405453
O95484,0.0001621391879797911
Q9H446,0.00014087385971498732
O60907,0.00021852616404523128
C20orf166,0.0
Q9BQE4,0.00017499155734551652
Q96HV5,0.0
Q96A72,0.00018521387480415754
P43489,0.00018806187694522396
O14948,0.0
Q86SE5,0.0
Q6ZV89,0.0
B2RNG4,0.0
Q14517,0.00021038178617412124
Q16831,0.0001599806128435743
P25054,0.0002164775269641553
Q9UMR7,0.0
Q8N554,0.0
Q9C091,0.0
Q6QNK2,0.0
Q86T75,0.0
Q5JSJ4,0.00014193133076852835
Q92782,0.00017754618800975522
Q6P1K2,0.00016386205758686168
Q9UBI9,0.0001475708455899008
Q96BW5,0.0
Q92185,0.00015183721173898698
Q9NR22,0.00017910682667315346
P31391,0.00014793410719951455
Q15311,0.000199819116352429
Q8WYP3,0.00018612995235476587
Q8N806,0.0
C9orf129,0.0
Q9BXA9,0.00013294425010191655
P43487,0.00017975646638662587
A0A669KBI9,0.0
Q15800,0.0001683081896595621
Q2VY69,0.0
Q9BUF7,0.0001629404208641765
Q8N715,0.0
Q9H665,0.0
Q96NX9,5.8980243387872365e-08
D6RBQ6,0.00013081647849473674
O76093,0.0001967277708205403
P03950,0.00019580797116591
Q99496,0.00021789888393563476
Q15544,0.0001976242545829516
Q9H9Y6,0.00020497164043593638
Q6UWE0,0.00016475896451655897
P60321,0.0001499548064139647
Q8WW52,0.0
Q9H5J8,0.00019715402178247226
Q9NYK5,0.00017583512548399643
P30041,0.00018409772099534173
Q96MM3,0.0
Q86TJ5,0.0
P23025,0.0002040113670329596
O96020,0.00020713226673629606
P28845,0.00018389196243207896
Q12866,0.00016184545060289103
Q495W5,0.0
Q92664,0.00021391998276126649
Q6UWT4,0.0
Q6PIZ9,0.00018549112024008666
Q96F44,0.0
Q9P0J7,0.00013185888073230406
Q9Y5I2,0.0
Q9UHE8,0.0
P47914,0.0002012195444091329
P51654,0.00019522641592776755
Q9UGM6,0.0001685095833729394
Q9UQL6,0.00021846199736305213
O60244,0.0001987342651346506
Q75T13,0.00016219219795817792
Q16849,0.00015362509226953447
Q9NZU5,0.00013560157262154882
Q96A00,0.00019549065326593696
Q8TBK6,0.0
Q96A33,0.0
Q15386,0.0001881074636890471
Q96QS1,0.0
Q9H3S7,0.00019829371333573366
O60613,0.0001322640466666888
Q9H1K0,0.0001716391698121306
O75151,0.00017783113781722515
P11142,0.00023972588135305026
Q08722,0.0002005697245827797
Q9NP87,0.00017440300388835327
P16885,0.00021181447624697618
Q86SH2,0.0001432037482980151
Q8NHU0,0.0
A6NCL7,0.0
Q8IYN0,0.0
Q86XP6,0.0001621610456938486
Q68D42,0.0
DSCR8,5.799723933140783e-08
Q0P5N6,0.0
Q15649,0.0001676025289597157
Q9NPF7,0.0002093888267921151
Q9UL25,0.00016934422273392975
Q8N1G1,1.178273485288195e-07
P59901,0.0001714172495173562
O95239,0.00019658536577042083
O43323,0.00019845462027754372
Q9BQW3,0.0
Q9HCL0,0.0
P0DMV1,0.0
Q5H9T9,0.0001343763334292517
Q9NWZ8,0.00018931561245383053
Q9NRR2,0.0
P52294,0.00020531482142703843
Q8WYK2,0.000188786593607723
Q9H7F4,0.0
O60359,0.00018460992600313444
Q9NZ63,0.0
Q9UBD6,0.0
Q8TD84,0.0
Q8IUW3,0.0001655890585414997
Q8TEA7,0.0
Q12802,0.00019334880326085234
Q8NHY5,0.000160641004249555
Q12901,0.0
O60811,0.0
Q96AA8,0.0
Q9Y663,0.00017834010270787465
C17orf82,0.0
P0CB47,0.0
P14784,0.00021920590199126546
O75940,0.00017138910632199364
Q9UNP9,0.00018223713581437455
Q8N4P6,0.0
Q86V71,0.0
Q8TDX7,0.00018360385501401392
Q12841,0.00016239820364318124
P78310,0.00017225452588430975
Q9ULV1,0.00019276326150445436
Q9Y5U5,0.00017995053577998284
Q8N307,0.00019078235030055217
Q14061,0.0001716830190263358
O75648,0.00012968005908419136
Q96LR4,0.0
Q96P68,0.0
O60237,0.0001963228961979181
O95208,0.0001962919039440329
Q9Y2J4,0.00017331678812354295
P17538,0.00016706081783810696
Q5T2R2,0.0001685015377831187
P63241,0.00018001620358984
P49023,0.0002303478939698981
Q9BR77,0.0
Q99457,0.0
O75494,0.0001661389646996024
Q9BVQ7,0.0001711371894975253
P31271,0.0
P08700,0.00021000440138487268
Q8TDU6,0.00015419639224254546
Q3B7T3,0.0
Q9NPR9,0.0
P18846,0.0001864962509514338
Q16799,0.00013885664480554565
P14138,0.00015994574682382282
P13598,0.00017954139391656736
Q96AJ1,0.00015505670859735819
O60427,0.00019368707274682558
Q9UIG5,0.0
Q3KQV9,0.00013815630535447154
P49757,0.00021677052277585662
Q9P0L2,0.00017043881265122674
Q53R12,0.0
Q9BSR8,0.0001424421769730649
Q96KG9,0.0001733980514179258
P15408,0.00018655002580937957
Q9NYC9,0.00016762024607107747
Q86WB0,0.00017076189962172885
A8MXV6,0.0
Q96JQ0,0.00013268169493985688
ENSP00000479373,0.0
Q5QJU3,0.00017164414196957958
Q9Y242,0.0001869606340991963
A8K830,5.979096838289466e-08
P04004,0.00021554621060206319
Q92831,0.00023314998408265585
P56385,0.00017226539480578085
Q6YFQ2,0.00017186641864419061
Q9H6L2,0.00015510144759221315
Q16560,0.00017168616876433253
C15orf32,0.0
Q9H1Z4,0.0
Q96A59,0.00013046957333418747
P55899,0.00016743544477686986
Q13237,0.0001898499226581616
DUX4L6,2.469244574979001e-07
O60658,0.00015686704013575972
Q13568,0.00021240456757453928
Q53FV1,0.00014293612551767956
O43819,0.00019465635464622038
P48066,0.00016901395470096726
P0CG48,0.0002491373742445955
Q15835,0.00018137058835033032
P26717,0.0001741155636225978
Q0WX57,0.0
Q9HCS2,0.0
Q9H6I2,0.00019030010546846457
Q16832,0.0
Q96RJ0,0.0
Q15283,0.0001867645259498744
P09017,0.00013731168198924547
Q14258,0.00021268387987177144
P08651,0.00019679206090327916
P08218,0.0001404532746399945
Q86VV4,0.0
P09668,0.00016214424741989457
O95409,0.0
P49682,0.0001964964226520755
Q8NHJ6,0.00017334010495286976
Q5VZK9,0.000170300846660342
P07438,0.0
Q9UBQ5,0.00020274376863247466
Q16134,0.00014420320573707357
O60759,0.00015103867434631358
P01019,0.00022432007732411515
Q01954,0.0
Q9HC77,0.0001844522789487317
A0A0G2JPZ2,0.0
P06730,0.0002170234807162083
Q8J025,0.0
P16070,0.00022179403018838102
Q9H9H5,0.0
Q6ZMV8,0.0
Q8NFH5,0.00021438147067021852
O60264,0.0002038362241107647
P78324,0.0001966603496212261
Q5TFG8,0.0
Q96FL8,1.5468795080056913e-07
Q53RT3,0.0
Q9BR26,0.00013884362712728878
Q9BQD7,0.0
Q8IYT4,0.00011265516064691562
Q9GZM3,0.00017539506107701946
P24666,0.0001655308564100032
P22413,0.0001865045741590816
OR51J1,0.0
Q9Y530,0.0
Q9NQW5,0.0
P60371,0.0
Q8TBZ9,0.0
Q5SZJ8,5.9315358407121635e-08
Q969W8,0.0
Q9UL16,5.717142978999676e-08
Q2VWA4,0.00017778185926792158
Q9GZP9,0.00018392878632792067
P78396,0.00021014125334734588
Q8N2H4,0.00015279302111832676
Q96I25,0.000170917799879979
Q7L014,0.00017161937728966118
Q8IYF3,0.00014647158875754395
Q9NS91,0.00020036777466355497
Q9Y5X1,0.00018624678112210105
O14957,0.00017709921196850498
Q9Y5N6,0.00019000669130069366
Q86V42,0.0
Q9Y375,0.00016267634021116441
Q8IWA6,0.0
Q5SWH9,5.799723933140783e-08
Q6P1K1,0.0
Q99990,0.00013897814927382369
Q9NRD5,0.00019224397896121324
Q9Y5X9,0.00016922599722395172
O14713,0.00017626486609722262
Q8TDR4,0.0
P21980,0.0001990363096300642
Q8N0X2,0.00010343689358596837
Q9ULZ0,0.0
P59537,0.0
Q6IPT2,0.0
Q86SP6,0.0
Q9Y5X0,0.0
P61966,0.00018612142132290062
P61978,0.0002127770039808947
Q9BX46,0.00014200249486686573
P50548,0.00018595546973105512
Q9Y586,0.00015359044720690603
Q6QNY1,0.000182194194125856
Q8NEU8,0.00015937775712967497
Q8NBK3,0.00013596648049893175
P60673,0.0001451500395480203
Q9UQ03,0.00016473177278127652
O95932,0.0
A6NJU9,0.0
Q9Y2L5,0.00016306650896657466
Q8NBU5,0.00016025644727888825
Q9H814,0.00018636788145919036
Q6NUS6,0.00015171324914759298
Q8TBB1,0.00018161903877728748
Q96QE5,0.00013683264639376632
ENSP00000467958,0.0
P07320,0.00015995932922221106
Q9Y2H5,6.062429198404999e-08
Q8WUM9,0.0
P78412,0.0
P24298,0.00019237750469456953
Q96M02,0.0
Q8N907,0.0001603118708656513
P08473,0.00019533363085904435
P02808,0.0001391783470984287
Q7Z5J8,0.00012153403508839086
Q96HG1,0.0
Q9BPX1,0.0
Q96JP5,0.0001537925089392786
Q6L8H1,0.0
Q3SX64,0.0
Q86TD4,0.0001523566986146685
Q96G61,0.0
Q9UQP3,0.00014457655419719458
Q9H9F9,0.00020027912470354668
Q02643,0.0001655697689776311
Q9HD67,0.00018249764891250652
P00813,0.0001770416865409483
O00268,0.0002076504369259674
P05549,0.00021768491825356913
Q8NEW7,0.00011606956920325243
Q9HCE5,0.0001836692610791373
Q8WU43,0.0
Q9P255,0.0
P47895,0.0001634785726732979
