node,degree_centrality
A8MTL3,0.0008873577617705
ENSP00000428966,0.0
Q9H1D9,0.0047499739012423
P43004,0.0030796534084977
Q9NQ92,0.0019313080697358
Q9NYJ7,0.0009395552771688
O94819,0.0003131850923896
Q96M94,0.0003653826077878
Q13423,0.0014615304311514
Q8TDW7,0.0003653826077878
Q13470,0.0001565925461948
Q13207,0.000991752792567
P08397,0.0018791105543376
P0DTE5,0.0033928385008873
Q14258,0.0053763440860215
Q8N328,0.0
Q8IZD2,0.0042279987472596
P41440,0.0012005428541601
Q96ME1,0.0008351602463722
Q2TAA2,5.219751539826704e-05
P40394,0.0039670111702682
P55851,0.0012005428541601
P49407,0.0335630024010857
Q9C0K3,0.0014615304311514
P08236,0.0031840484392942
Q16538,0.0005741726693809
ENSP00000431165,0.0
Q86WC4,0.000782962730974
Q9NXV2,0.0010439503079653
LRRC9,0.0005219751539826
Q969U6,0.003340640985489
O43295,0.0013571354003549
Q13838,0.0097609353794759
Q13526,0.0042801962626578
P12830,0.0157636496502766
Q4KMX6,0.004697776385844
O43837,0.0036016285624804
P54849,0.0004697776385844
P22532,0.0020357031005324
Q7Z6A9,0.001774715523541
Q14515,0.000782962730974
P56962,0.0062115043323937
Q9UGJ1,0.001565925461948
P11413,0.0053763440860215
Q99943,0.0027142708007098
Q8IUH2,0.000208790061593
Q9UHE5,0.0004175801231861
O94829,0.0019835055851341
Q96H79,5.219751539826704e-05
O75051,0.0026098757699133
O15037,0.000208790061593
Q96AV8,0.002557678254515
Q99595,0.0032884434700908
Q8N7P1,0.0003131850923896
Q9BU64,0.0028186658315064
O75900,0.0004175801231861
Q96EA4,0.0031840484392942
O95256,0.0012527403695584
Q9UNQ2,0.0085603925253157
Q7Z4W2,5.219751539826704e-05
P55061,0.0010439503079653
Q5FWF5,0.0022966906775237
Q96N66,0.001565925461948
A6NE82,0.0004697776385844
Q14582,0.000782962730974
Q9H5Q4,0.0088213801023071
Q9P0T7,0.0009395552771688
P16233,0.003340640985489
Q9UQ88,0.0008351602463722
Q9H939,0.0010961478233636
Q9BX82,0.0
Q9BTV6,0.0008351602463722
Q9BTP7,0.0037060235932769
ENSP00000484075,0.0
ENSP00000455659,0.0
P26842,0.0049065664474371
Q6UXX9,0.0010439503079653
Q8TAZ6,0.0003131850923896
Q8NAM6,0.0006263701847792
Q8N5U6,0.0004175801231861
Q9UBL6,0.000208790061593
Q92908,0.0026098757699133
P02100,0.0018269130389393
Q8N4W6,0.0003131850923896
F8W1W9,0.000208790061593
P48431,0.0124752061801858
Q9NWM8,0.0016703204927445
P51841,0.0027664683161081
Q9UJ68,0.0024010857083202
Q6P2D0,0.0002609875769913
Q00888,0.0004175801231861
Q9H410,0.0021922956467272
Q16560,0.0036016285624804
ENSP00000468690,0.0016703204927445
Q8WYB5,0.0020879006159306
Q8NCR6,0.0001043950307965
Q96NL8,0.000782962730974
Q9H8H2,0.0079340223405365
Q92888,0.002557678254515
O94876,0.000991752792567
P21583,0.0073598496711556
Q8TB37,0.0019835055851341
Q8NCW0,0.0006785677001774
Q9H9E3,0.0057939242092076
Q09MP3,5.219751539826704e-05
Q9P244,0.0008351602463722
Q96B97,0.0056895291784111
Q9UK73,0.0020879006159306
Q5PRF9,0.0004697776385844
Q8TB72,0.0027142708007098
O95231,0.0013571354003549
Q02446,0.0006263701847792
P16520,0.0123708111493892
A0FGR8,0.000782962730974
A0PK05,0.0003131850923896
Q16647,0.0013049378849566
Q92629,0.0014615304311514
P11171,0.0024532832237185
Q2M385,0.0012005428541601
Q9Y5G1,0.0
Q8N8U2,0.0004175801231861
Q9BRF8,0.0007307652155757
Q15434,0.0003653826077878
Q69YW2,5.219751539826704e-05
D6RCP7,0.0010961478233636
Q96DY2,0.0008351602463722
Q92673,0.0027142708007098
Q86VH5,0.0003131850923896
Q9BRA0,0.0044367888088526
P43251,0.0007307652155757
Q8IXQ8,5.219751539826704e-05
Q96FA3,0.000991752792567
Q52LJ0,0.0008873577617705
Q9P278,0.0021400981313289
Q9H3H1,0.0019313080697358
P09681,0.0038626161394717
Q9BRR3,0.0001043950307965
O15119,0.0017225180081428
Q96M98,0.0010961478233636
Q9UKY1,0.0005219751539826
Q9NS66,0.0002609875769913
Q6P6C2,0.0018791105543376
Q18PE1,0.0012005428541601
Q969E8,0.0074642447019521
Q9UL12,0.0016181229773462
Q8NGA5,0.0006263701847792
Q9H477,0.0022966906775237
P51690,0.0006263701847792
Q92968,0.0044367888088526
O43559,0.0016181229773462
MS4A4E,0.0001043950307965
Q6VY07,0.0006785677001774
Q13255,0.0048543689320388
P30874,0.0008873577617705
P29016,0.0024010857083202
Q96MV8,0.0004697776385844
Q16651,0.0006263701847792
Q8NH00,0.0006785677001774
Q9UM63,0.000991752792567
P11310,0.0037060235932769
O15511,0.0032884434700908
O43665,0.0014615304311514
P26717,0.0030274558930994
Q27J81,0.0014093329157532
Q86Y97,0.0009395552771688
Q9H0H0,0.0036016285624804
Q96PX1,0.0005741726693809
Q7L211,0.0004175801231861
Q13228,0.002348888192922
H0Y8V1,0.0003131850923896
MTRNR2L8,0.0002609875769913
Q13467,0.0052197515398267
Q9NZK7,0.0034972335316838
Q14166,0.0018269130389393
P17032,0.0
P19113,0.0012527403695584
Q9BQI0,5.219751539826704e-05
Q8NEG4,0.0006263701847792
Q13946,0.0026098757699133
Q6QHF9,0.003340640985489
Q9BPW4,5.219751539826704e-05
P41594,0.0053763440860215
Q8IXI2,0.0018791105543376
Q9BYQ9,0.0
Q8NEP3,0.001774715523541
Q7L0X0,0.0004697776385844
Q92558,0.003340640985489
Q969I6,0.0006263701847792
O15079,0.0010439503079653
O60308,0.0007307652155757
Q9Y5H9,5.219751539826704e-05
Q02833,0.000991752792567
Q9H8Y8,0.0020357031005324
Q9H5J8,0.004697776385844
Q96BP3,0.0026098757699133
Q4G0W2,0.0003653826077878
Q9H8M9,0.0005219751539826
Q14674,0.0087169850715105
P16871,0.0089779726485019
Q9C0A1,0.0002609875769913
Q9NX55,0.0008351602463722
OPN1SW,0.0019313080697358
Q8IV03,0.0
Q5VYY2,0.0001565925461948
P42658,0.0015137279465497
Q6P444,0.0008351602463722
Q9ULV4,0.0009395552771688
Q99705,0.0016703204927445
Q9BUR4,0.003131850923896
